acceptance_id,requirement_ids,invariant_id,rule_id,test_id,priority,status,evidence_status,evidence_spec_id,action,expected_description
ACC-R3-0710,,INV-BR-GLOBAL-0311,BR-GLOBAL-0311,CT-R3-0710,P8,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0710,执行规则对应动作,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""执行尝试执行状态是封闭枚举；正式写入值只能使用：READY、RUNNING、PRESTART_BLOCKED、BROKEN、ABORTED、CANCELLED、SUCCEEDED、FAILED。"", ""failure_description"": ""非标准值不得写入；外部值必须先完成显式映射。""}"
ACC-R3-0711,,INV-BR-GLOBAL-0312,BR-GLOBAL-0312,CT-R3-0711,P4,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0711,执行规则对应动作,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""执行尝试最终化状态受独立状态维度和状态机约束，不得与其他状态维度合并或绕过Owner服务直接改写。"", ""failure_description"": ""请求被拒绝且状态、数据库和事件均不发生非预期变化""}"
ACC-R3-0712,,INV-BR-GLOBAL-0313,BR-GLOBAL-0313,CT-R3-0712,P8,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0712,执行规则对应动作,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""执行尝试最终化状态是封闭枚举；正式写入值只能使用：INITIAL、IN_PROGRESS、COMPLETED、PENDING_RECOVERY。"", ""failure_description"": ""非标准值不得写入；外部值必须先完成显式映射。""}"
ACC-R3-0713,,INV-BR-GLOBAL-0314,BR-GLOBAL-0314,CT-R3-0713,P8,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0713,执行规则对应动作,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""执行任务任务类型是封闭枚举；正式写入值只能使用：FORMAL_EXECUTION、AI_EXPLORATION、AI_VALIDATION。"", ""failure_description"": ""非标准值不得写入；外部值必须先完成显式映射。""}"
ACC-R3-0714,,INV-BR-GLOBAL-0315,BR-GLOBAL-0315,CT-R3-0714,P4,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0714,执行规则对应动作,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""执行任务任务状态受独立状态维度和状态机约束，不得与其他状态维度合并或绕过Owner服务直接改写。"", ""failure_description"": ""请求被拒绝且状态、数据库和事件均不发生非预期变化""}"
ACC-R3-0715,,INV-BR-GLOBAL-0316,BR-GLOBAL-0316,CT-R3-0715,P3,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0715,同项目、环境、SSO身份同时只允许一个正式执行集合；不同身份可并行。,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""同项目、环境、SSO身份同时只允许一个正式执行集合；不同身份可并行。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0716,,INV-BR-GLOBAL-0317,BR-GLOBAL-0317,CT-R3-0716,P3,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0716,执行规则对应动作,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""任务创建时必须固化用例版本、配置和资产引用，后续current变化不得影响运行中任务。"", ""failure_description"": ""请求被拒绝且状态、数据库和事件均不发生非预期变化""}"
ACC-R3-0717,,INV-BR-GLOBAL-0318,BR-GLOBAL-0318,CT-R3-0717,P3,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0717,任务、批次、attempt和case_attempt身份分离；重试创建新attempt并保留初次结果。,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""任务、批次、attempt和case_attempt身份分离；重试创建新attempt并保留初次结果。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0718,,INV-BR-GLOBAL-0319,BR-GLOBAL-0319,CT-R3-0718,P3,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0718,执行规则对应动作,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""图片、字体等静态资源加载不得作为业务完成条件。"", ""failure_description"": ""请求被拒绝且状态、数据库和事件均不发生非预期变化""}"
ACC-R3-0719,,INV-BR-GLOBAL-0320,BR-GLOBAL-0320,CT-R3-0719,P4,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0719,归档后禁止新写入，保留历史查询和引用完整性。,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""归档后禁止新写入，保留历史查询和引用完整性。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0720,,INV-BR-GLOBAL-0321,BR-GLOBAL-0321,CT-R3-0720,P4,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0720,存在有效引用时禁止物理删除；先停用或归档，清理由受控请求执行。,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""存在有效引用时禁止物理删除；先停用或归档，清理由受控请求执行。"", ""failure_description"": ""请求被拒绝且状态、数据库和事件均不发生非预期变化""}"
ACC-R3-0721,,INV-BR-GLOBAL-0322,BR-GLOBAL-0322,CT-R3-0721,P3,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0721,使用稳定内部标识run_task_id；业务唯一键见business_unique_keys。,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""使用稳定内部标识run_task_id；业务唯一键见business_unique_keys。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0722,,INV-BR-GLOBAL-0323,BR-GLOBAL-0323,CT-R3-0722,P4,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0722,创建→启用/维护→停用→归档；被引用时不得直接物理删除。,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""创建→启用/维护→停用→归档；被引用时不得直接物理删除。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0723,,INV-BR-GLOBAL-0324,BR-GLOBAL-0324,CT-R3-0723,P3,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0723,使用稳定内部标识execution_attempt_id；业务唯一键见business_unique_keys。,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""使用稳定内部标识execution_attempt_id；业务唯一键见business_unique_keys。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0724,,INV-BR-GLOBAL-0325,BR-GLOBAL-0325,CT-R3-0724,P4,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0724,创建→排队/分配→运行→终态→归档；失败与恢复保留历史。,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""创建→排队/分配→运行→终态→归档；失败与恢复保留历史。"", ""failure_description"": ""请求被拒绝且状态、数据库和事件均不发生非预期变化""}"
ACC-R3-0725,,INV-BR-GLOBAL-0326,BR-GLOBAL-0326,CT-R3-0725,P3,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0725,使用稳定内部标识case_attempt_id；业务唯一键见business_unique_keys。,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""使用稳定内部标识case_attempt_id；业务唯一键见business_unique_keys。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0726,,INV-BR-GLOBAL-0327,BR-GLOBAL-0327,CT-R3-0726,P3,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0726,使用稳定内部标识execution_batch_id；业务唯一键见business_unique_keys。,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""使用稳定内部标识execution_batch_id；业务唯一键见business_unique_keys。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0727,,INV-BR-GLOBAL-0328,BR-GLOBAL-0328,CT-R3-0727,P3,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0727,使用稳定内部标识browser_session_id；业务唯一键见business_unique_keys。,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""使用稳定内部标识browser_session_id；业务唯一键见business_unique_keys。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0728,,INV-BR-GLOBAL-0329,BR-GLOBAL-0329,CT-R3-0728,P4,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0728,无独立业务生命周期；随定义、配置或引用方演进。,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""无独立业务生命周期；随定义、配置或引用方演进。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0729,,INV-BR-GLOBAL-0330,BR-GLOBAL-0330,CT-R3-0729,P3,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0729,执行规则对应动作,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""执行计划修订只能通过执行计划聚合边界变更。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0730,,INV-BR-GLOBAL-0331,BR-GLOBAL-0331,CT-R3-0730,P3,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0730,执行规则对应动作,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""触发规则只能通过执行计划聚合边界变更。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0731,,INV-BR-GLOBAL-0332,BR-GLOBAL-0332,CT-R3-0731,P3,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0731,执行规则对应动作,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""计划通过不可变修订演进。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0732,,INV-BR-GLOBAL-0333,BR-GLOBAL-0333,CT-R3-0732,P3,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0732,执行规则对应动作,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""禁止绕过执行计划聚合根直接修改成员对象。"", ""failure_description"": ""请求被拒绝且状态、数据库和事件均不发生非预期变化""}"
ACC-R3-0733,,INV-BR-GLOBAL-0334,BR-GLOBAL-0334,CT-R3-0733,P3,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0733,执行规则对应动作,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""禁止跨聚合事务直接修改外部对象内部状态。"", ""failure_description"": ""请求被拒绝且状态、数据库和事件均不发生非预期变化""}"
ACC-R3-0734,,INV-BR-GLOBAL-0335,BR-GLOBAL-0335,CT-R3-0734,P3,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0734,仅通过执行计划聚合根执行需要强一致的创建、状态和成员变更；跨聚合只保存标识引用。,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""仅通过执行计划聚合根执行需要强一致的创建、状态和成员变更；跨聚合只保存标识引用。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0735,,INV-BR-GLOBAL-0336,BR-GLOBAL-0336,CT-R3-0735,P3,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0735,执行计划的业务唯一键“project_id+plan_code”必须在“由对象定义和关联项目/环境范围共同决定”范围内唯一。,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""执行计划的业务唯一键“project_id+plan_code”必须在“由对象定义和关联项目/环境范围共同决定”范围内唯一。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0736,,INV-BR-GLOBAL-0337,BR-GLOBAL-0337,CT-R3-0736,P3,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0736,执行计划修订的业务唯一键“plan_id+revision_no”必须在“由对象定义和关联项目/环境范围共同决定”范围内唯一。,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""执行计划修订的业务唯一键“plan_id+revision_no”必须在“由对象定义和关联项目/环境范围共同决定”范围内唯一。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0737,,INV-BR-GLOBAL-0338,BR-GLOBAL-0338,CT-R3-0737,P3,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0737,触发规则的业务唯一键“trigger_rule_id”必须在“由对象定义和关联项目/环境范围共同决定”范围内唯一且不可变。,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""触发规则的业务唯一键“trigger_rule_id”必须在“由对象定义和关联项目/环境范围共同决定”范围内唯一且不可变。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0738,,INV-BR-GLOBAL-0339,BR-GLOBAL-0339,CT-R3-0738,P3,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0738,派发决策的业务唯一键“dispatch_decision_id”必须在“由对象定义和关联项目/环境范围共同决定”范围内唯一且不可变。,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""派发决策的业务唯一键“dispatch_decision_id”必须在“由对象定义和关联项目/环境范围共同决定”范围内唯一且不可变。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0739,,INV-BR-GLOBAL-0340,BR-GLOBAL-0340,CT-R3-0739,P8,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0739,执行规则对应动作,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""触发规则触发类型是封闭枚举；正式写入值只能使用：MANUAL、SCHEDULED、EVENT。"", ""failure_description"": ""非标准值不得写入；外部值必须先完成显式映射。""}"
ACC-R3-0740,,INV-BR-GLOBAL-0341,BR-GLOBAL-0341,CT-R3-0740,P4,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0740,归档后禁止新写入，保留历史查询和引用完整性。,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""归档后禁止新写入，保留历史查询和引用完整性。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0741,,INV-BR-GLOBAL-0342,BR-GLOBAL-0342,CT-R3-0741,P4,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0741,存在有效引用时禁止物理删除；先停用或归档，清理由受控请求执行。,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""存在有效引用时禁止物理删除；先停用或归档，清理由受控请求执行。"", ""failure_description"": ""请求被拒绝且状态、数据库和事件均不发生非预期变化""}"
ACC-R3-0742,,INV-BR-GLOBAL-0343,BR-GLOBAL-0343,CT-R3-0742,P3,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0742,使用稳定内部标识execution_plan_id；业务唯一键见business_unique_keys。,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""使用稳定内部标识execution_plan_id；业务唯一键见business_unique_keys。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0743,,INV-BR-GLOBAL-0344,BR-GLOBAL-0344,CT-R3-0743,P4,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0743,创建→启用/维护→停用→归档；被引用时不得直接物理删除。,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""创建→启用/维护→停用→归档；被引用时不得直接物理删除。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0744,,INV-BR-GLOBAL-0345,BR-GLOBAL-0345,CT-R3-0744,P4,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0744,不可变保留并可归档；不得覆盖历史。,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""不可变保留并可归档；不得覆盖历史。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0745,,INV-BR-GLOBAL-0346,BR-GLOBAL-0346,CT-R3-0745,P4,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0745,禁止直接物理删除；仅按治理和保留策略归档/受控清理。,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""禁止直接物理删除；仅按治理和保留策略归档/受控清理。"", ""failure_description"": ""请求被拒绝且状态、数据库和事件均不发生非预期变化""}"
ACC-R3-0746,,INV-BR-GLOBAL-0347,BR-GLOBAL-0347,CT-R3-0746,P3,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0746,由父对象标识与单调递增版本号共同唯一确定。,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""由父对象标识与单调递增版本号共同唯一确定。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0747,,INV-BR-GLOBAL-0348,BR-GLOBAL-0348,CT-R3-0747,P4,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0747,创建草稿→审核/发布→不可变使用→退役/归档；变更创建新版本。,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""创建草稿→审核/发布→不可变使用→退役/归档；变更创建新版本。"", ""failure_description"": ""请求被拒绝且状态、数据库和事件均不发生非预期变化""}"
ACC-R3-0748,,INV-BR-GLOBAL-0349,BR-GLOBAL-0349,CT-R3-0748,P3,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0748,使用稳定内部标识trigger_rule_id；业务唯一键见business_unique_keys。,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""使用稳定内部标识trigger_rule_id；业务唯一键见business_unique_keys。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0749,,INV-BR-GLOBAL-0350,BR-GLOBAL-0350,CT-R3-0749,P3,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0749,使用稳定内部标识dispatch_decision_id；业务唯一键见business_unique_keys。,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""使用稳定内部标识dispatch_decision_id；业务唯一键见business_unique_keys。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0750,,INV-BR-GLOBAL-0351,BR-GLOBAL-0351,CT-R3-0750,P3,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0750,执行规则对应动作,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""执行锁只能通过租约聚合边界变更。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0751,,INV-BR-GLOBAL-0352,BR-GLOBAL-0352,CT-R3-0751,P3,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0751,执行规则对应动作,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""隔离令牌只能通过租约聚合边界变更。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0752,,INV-BR-GLOBAL-0353,BR-GLOBAL-0353,CT-R3-0752,P3,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0752,执行规则对应动作,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""禁止绕过租约聚合根直接修改成员对象。"", ""failure_description"": ""请求被拒绝且状态、数据库和事件均不发生非预期变化""}"
ACC-R3-0753,,INV-BR-GLOBAL-0354,BR-GLOBAL-0354,CT-R3-0753,P3,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0753,执行规则对应动作,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""禁止跨聚合事务直接修改外部对象内部状态。"", ""failure_description"": ""请求被拒绝且状态、数据库和事件均不发生非预期变化""}"
ACC-R3-0754,,INV-BR-GLOBAL-0355,BR-GLOBAL-0355,CT-R3-0754,P3,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0754,仅通过租约聚合根执行需要强一致的创建、状态和成员变更；跨聚合只保存标识引用。,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""仅通过租约聚合根执行需要强一致的创建、状态和成员变更；跨聚合只保存标识引用。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0755,,INV-BR-GLOBAL-0356,BR-GLOBAL-0356,CT-R3-0755,P3,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0755,执行锁的业务唯一键“execution_lock_id”必须在“由对象定义和关联项目/环境范围共同决定”范围内唯一且不可变。,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""执行锁的业务唯一键“execution_lock_id”必须在“由对象定义和关联项目/环境范围共同决定”范围内唯一且不可变。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0756,,INV-BR-GLOBAL-0357,BR-GLOBAL-0357,CT-R3-0756,P3,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0756,租约的业务唯一键“lease_id”必须在“由对象定义和关联项目/环境范围共同决定”范围内唯一且不可变。,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""租约的业务唯一键“lease_id”必须在“由对象定义和关联项目/环境范围共同决定”范围内唯一且不可变。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0757,,INV-BR-GLOBAL-0358,BR-GLOBAL-0358,CT-R3-0757,P3,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0757,隔离令牌的业务唯一键“fencing_token”必须在“由对象定义和关联项目/环境范围共同决定”范围内唯一。,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""隔离令牌的业务唯一键“fencing_token”必须在“由对象定义和关联项目/环境范围共同决定”范围内唯一。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0758,,INV-BR-GLOBAL-0359,BR-GLOBAL-0359,CT-R3-0758,P4,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0758,执行规则对应动作,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""租约状态受独立状态维度和状态机约束，不得与其他状态维度合并或绕过Owner服务直接改写。"", ""failure_description"": ""请求被拒绝且状态、数据库和事件均不发生非预期变化""}"
ACC-R3-0759,,INV-BR-GLOBAL-0360,BR-GLOBAL-0360,CT-R3-0759,P8,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0759,执行规则对应动作,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""租约状态是封闭枚举；正式写入值只能使用：ACTIVE、EXPIRED、RELEASED、FENCED。"", ""failure_description"": ""非标准值不得写入；外部值必须先完成显式映射。""}"
ACC-R3-0760,,INV-BR-GLOBAL-0361,BR-GLOBAL-0361,CT-R3-0760,P8,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0760,执行规则对应动作,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""执行锁锁定资源类型是封闭枚举；正式写入值只能使用：ENVIRONMENT、ACCOUNT、RESOURCE。"", ""failure_description"": ""非标准值不得写入；外部值必须先完成显式映射。""}"
ACC-R3-0761,,INV-BR-GLOBAL-0362,BR-GLOBAL-0362,CT-R3-0761,P8,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0761,执行规则对应动作,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""执行锁锁模式是封闭枚举；正式写入值只能使用：SHARED、EXCLUSIVE。"", ""failure_description"": ""非标准值不得写入；外部值必须先完成显式映射。""}"
ACC-R3-0762,,INV-BR-GLOBAL-0363,BR-GLOBAL-0363,CT-R3-0762,P8,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0762,执行规则对应动作,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""租约租约类型是封闭枚举；正式写入值只能使用：SSO_IDENTITY、RUNNER_RESOURCE、TASK_CONTROL。"", ""failure_description"": ""非标准值不得写入；外部值必须先完成显式映射。""}"
ACC-R3-0763,,INV-BR-GLOBAL-0364,BR-GLOBAL-0364,CT-R3-0763,P3,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0763,租约必须带单调递增隔离令牌；过期持有者写入必须被拒绝。,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""租约必须带单调递增隔离令牌；过期持有者写入必须被拒绝。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0764,,INV-BR-GLOBAL-0365,BR-GLOBAL-0365,CT-R3-0764,P4,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0764,归档后禁止新写入，保留历史查询和引用完整性。,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""归档后禁止新写入，保留历史查询和引用完整性。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0765,,INV-BR-GLOBAL-0366,BR-GLOBAL-0366,CT-R3-0765,P4,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0765,存在有效引用时禁止物理删除；先停用或归档，清理由受控请求执行。,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""存在有效引用时禁止物理删除；先停用或归档，清理由受控请求执行。"", ""failure_description"": ""请求被拒绝且状态、数据库和事件均不发生非预期变化""}"
ACC-R3-0766,,INV-BR-GLOBAL-0367,BR-GLOBAL-0367,CT-R3-0766,P3,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0766,由关系两端标识、作用域与生效版本共同唯一确定；保留独立历史ID。,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""由关系两端标识、作用域与生效版本共同唯一确定；保留独立历史ID。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0767,,INV-BR-GLOBAL-0368,BR-GLOBAL-0368,CT-R3-0767,P4,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0767,创建→启用/维护→停用→归档；被引用时不得直接物理删除。,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""创建→启用/维护→停用→归档；被引用时不得直接物理删除。"", ""failure_description"": ""请求被拒绝且状态、数据库和事件均不发生非预期变化""}"
ACC-R3-0768,,INV-BR-GLOBAL-0369,BR-GLOBAL-0369,CT-R3-0768,P3,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0768,使用稳定内部标识lease_id；业务唯一键见business_unique_keys。,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""使用稳定内部标识lease_id；业务唯一键见business_unique_keys。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
ACC-R3-0769,,INV-BR-GLOBAL-0370,BR-GLOBAL-0370,CT-R3-0769,P4,SPECIFIED,EXPECTED_NOT_EXECUTED,EVID-SPEC-0769,不单独归档；随引用方或事件存储策略处理。,"{""outcome"": ""SUCCESS_OR_RULE_DEFINED_REJECTION"", ""description"": ""不单独归档；随引用方或事件存储策略处理。"", ""failure_description"": ""返回明确失败原因且不部分提交""}"
