mapping_id,role_id,permission_id,permission_code,decision,data_scope,conditions
RPM-R3-0252,ROLE-ASSET-REVIEWER,TERM-PER-002,PROJECT_CREATE,DENIED,明确授权项目、资产类型和版本范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0253,ROLE-ASSET-REVIEWER,TERM-PER-003,PROJECT_EDIT,DENIED,明确授权项目、资产类型和版本范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0254,ROLE-ASSET-REVIEWER,TERM-PER-004,PROJECT_ARCHIVE,DENIED,明确授权项目、资产类型和版本范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0255,ROLE-ASSET-REVIEWER,TERM-PER-005,BUSINESS_MODULE_VIEW,DENIED,明确授权项目、资产类型和版本范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0256,ROLE-ASSET-REVIEWER,TERM-PER-006,BUSINESS_MODULE_CREATE,DENIED,明确授权项目、资产类型和版本范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0257,ROLE-ASSET-REVIEWER,TERM-PER-007,BUSINESS_MODULE_EDIT,DENIED,明确授权项目、资产类型和版本范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0258,ROLE-ASSET-REVIEWER,TERM-PER-008,BUSINESS_MODULE_ARCHIVE,DENIED,明确授权项目、资产类型和版本范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0259,ROLE-ASSET-REVIEWER,TERM-PER-009,BUSINESS_TERMINAL_VIEW,DENIED,明确授权项目、资产类型和版本范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0260,ROLE-ASSET-REVIEWER,TERM-PER-010,BUSINESS_TERMINAL_CREATE,DENIED,明确授权项目、资产类型和版本范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0261,ROLE-ASSET-REVIEWER,TERM-PER-011,BUSINESS_TERMINAL_EDIT,DENIED,明确授权项目、资产类型和版本范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0262,ROLE-ASSET-REVIEWER,TERM-PER-012,BUSINESS_TERMINAL_ARCHIVE,DENIED,明确授权项目、资产类型和版本范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0263,ROLE-ASSET-REVIEWER,TERM-PER-013,CASE_SUITE_VIEW,ALLOWED,明确授权项目、资产类型和版本范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0264,ROLE-ASSET-REVIEWER,TERM-PER-014,CASE_SUITE_CREATE,DENIED,明确授权项目、资产类型和版本范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0265,ROLE-ASSET-REVIEWER,TERM-PER-015,CASE_SUITE_EDIT,DENIED,明确授权项目、资产类型和版本范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0266,ROLE-ASSET-REVIEWER,TERM-PER-016,RUN_TASK_CREATE,DENIED,明确授权项目、资产类型和版本范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0267,ROLE-ASSET-REVIEWER,TERM-PER-017,RUN_TASK_CANCEL,DENIED,明确授权项目、资产类型和版本范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0268,ROLE-ASSET-REVIEWER,TERM-PER-018,REPORT_VIEW,ALLOWED,明确授权项目、资产类型和版本范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0269,ROLE-ASSET-REVIEWER,TERM-PER-019,ARTIFACT_DOWNLOAD,DENIED,明确授权项目、资产类型和版本范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0270,ROLE-ASSET-REVIEWER,TERM-PER-020,AUDIT_VIEW,DENIED,明确授权项目、资产类型和版本范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0271,ROLE-ASSET-REVIEWER,TERM-PER-021,USER_CREATE,DENIED,明确授权项目、资产类型和版本范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0272,ROLE-ASSET-REVIEWER,TERM-PER-022,ROLE_BIND,DENIED,明确授权项目、资产类型和版本范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0273,ROLE-ASSET-REVIEWER,TERM-PER-023,PROJECT_MEMBER_MANAGE,DENIED,明确授权项目、资产类型和版本范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0274,ROLE-ASSET-REVIEWER,TERM-PER-024,AI_TASK_CREATE,DENIED,明确授权项目、资产类型和版本范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0275,ROLE-ASSET-REVIEWER,TERM-PER-025,MANUAL_RECORDING_CREATE,DENIED,明确授权项目、资产类型和版本范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0276,ROLE-ASSET-REVIEWER,TERM-PER-026,CONTROL_SELF,DENIED,明确授权项目、资产类型和版本范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0277,ROLE-ASSET-REVIEWER,TERM-PER-027,PROJECT_OWNER_ELIGIBLE,DENIED,明确授权项目、资产类型和版本范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0278,ROLE-ASSET-REVIEWER,TERM-PER-028,NATURAL_CASE_CREATE,DENIED,明确授权项目、资产类型和版本范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0279,ROLE-ASSET-REVIEWER,TERM-PER-029,MANUAL_RECORDING_VIEW,DENIED,明确授权项目、资产类型和版本范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0280,ROLE-ASSET-REVIEWER,TERM-PER-030,RUNNER_REGISTER,DENIED,明确授权项目、资产类型和版本范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0281,ROLE-ASSET-REVIEWER,TERM-PER-031,RUNNER_BIND,DENIED,明确授权项目、资产类型和版本范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0282,ROLE-ASSET-REVIEWER,TERM-PER-032,MODEL_CONFIGURATION_MANAGE,DENIED,明确授权项目、资产类型和版本范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0283,ROLE-ASSET-REVIEWER,TERM-PER-033,MODEL_VERSION_REVIEW,DENIED,明确授权项目、资产类型和版本范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0284,ROLE-ASSET-REVIEWER,TERM-PER-034,CROSS_PROJECT_AUTHORIZATION_MANAGE,DENIED,明确授权项目、资产类型和版本范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0285,ROLE-ASSET-REVIEWER,TERM-PER-035,CROSS_PROJECT_AUTHORIZATION_GRANT_ALL,DENIED,明确授权项目、资产类型和版本范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0286,ROLE-ASSET-REVIEWER,TERM-PER-036,TOOL_INTEGRATION_INCIDENT_MANAGE,DENIED,明确授权项目、资产类型和版本范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0287,ROLE-ASSET-REVIEWER,TERM-PER-037,TECHNICAL_ALERT_ENDPOINT_MANAGE,DENIED,明确授权项目、资产类型和版本范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0288,ROLE-ASSET-REVIEWER,TERM-PER-038,VERSION_REVIEW_VIEW,ALLOWED,明确授权项目、资产类型和版本范围,提交人不得批准本人提交；高风险操作必须审计
RPM-R3-0289,ROLE-ASSET-REVIEWER,TERM-PER-039,TEST_REPORT_VIEW,ALLOWED,明确授权项目、资产类型和版本范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0290,ROLE-ASSET-REVIEWER,TERM-PER-040,TEST_ARTIFACT_VIEW,DENIED,明确授权项目、资产类型和版本范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0291,ROLE-ASSET-REVIEWER,TERM-PER-041,REPORT_SHARE_VIEW,DENIED,明确授权项目、资产类型和版本范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0292,ROLE-ASSET-REVIEWER,TERM-PER-042,MANUAL_RECORDING_TASK_VIEW,DENIED,明确授权项目、资产类型和版本范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0293,ROLE-ASSET-REVIEWER,PDBR-PER-001,REPORT_EXPORT,DENIED,明确授权项目、资产类型和版本范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0294,ROLE-ASSET-REVIEWER,PDBR-PER-002,REPORT_SHARE,DENIED,明确授权项目、资产类型和版本范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0295,ROLE-ASSET-REVIEWER,PDBR-PER-003,SENSITIVE_ARTIFACT_VIEW,DENIED,明确授权项目、资产类型和版本范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0296,ROLE-ASSET-REVIEWER,PDBR-PER-004,VERSION_REVIEW_SUBMIT,DENIED,明确授权项目、资产类型和版本范围,提交人不得批准本人提交；高风险操作必须审计
RPM-R3-0297,ROLE-ASSET-REVIEWER,PDBR-PER-005,VERSION_REVIEW_APPROVE,ALLOWED,明确授权项目、资产类型和版本范围,提交人不得批准本人提交；高风险操作必须审计
RPM-R3-0298,ROLE-ASSET-REVIEWER,PDBR-PER-006,VERSION_REVIEW_REJECT,ALLOWED,明确授权项目、资产类型和版本范围,提交人不得批准本人提交；高风险操作必须审计
RPM-R3-0299,ROLE-ASSET-REVIEWER,PDBR-PER-007,VERSION_PUBLISH,ALLOWED,明确授权项目、资产类型和版本范围,提交人不得批准本人提交；高风险操作必须审计
RPM-R3-0300,ROLE-ASSET-REVIEWER,PDBR-PER-008,VERSION_REVIEW_WITHDRAW,DENIED,明确授权项目、资产类型和版本范围,提交人不得批准本人提交；高风险操作必须审计
RPM-R3-0301,ROLE-TASK-EXECUTOR,TERM-PER-001,PROJECT_VIEW,ALLOWED,授权项目、用例/套件、计划、账号映射和结果范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0302,ROLE-TASK-EXECUTOR,TERM-PER-002,PROJECT_CREATE,DENIED,授权项目、用例/套件、计划、账号映射和结果范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0303,ROLE-TASK-EXECUTOR,TERM-PER-003,PROJECT_EDIT,DENIED,授权项目、用例/套件、计划、账号映射和结果范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0304,ROLE-TASK-EXECUTOR,TERM-PER-004,PROJECT_ARCHIVE,DENIED,授权项目、用例/套件、计划、账号映射和结果范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0305,ROLE-TASK-EXECUTOR,TERM-PER-005,BUSINESS_MODULE_VIEW,DENIED,授权项目、用例/套件、计划、账号映射和结果范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0306,ROLE-TASK-EXECUTOR,TERM-PER-006,BUSINESS_MODULE_CREATE,DENIED,授权项目、用例/套件、计划、账号映射和结果范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0307,ROLE-TASK-EXECUTOR,TERM-PER-007,BUSINESS_MODULE_EDIT,DENIED,授权项目、用例/套件、计划、账号映射和结果范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0308,ROLE-TASK-EXECUTOR,TERM-PER-008,BUSINESS_MODULE_ARCHIVE,DENIED,授权项目、用例/套件、计划、账号映射和结果范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0309,ROLE-TASK-EXECUTOR,TERM-PER-009,BUSINESS_TERMINAL_VIEW,DENIED,授权项目、用例/套件、计划、账号映射和结果范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0310,ROLE-TASK-EXECUTOR,TERM-PER-010,BUSINESS_TERMINAL_CREATE,DENIED,授权项目、用例/套件、计划、账号映射和结果范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0311,ROLE-TASK-EXECUTOR,TERM-PER-011,BUSINESS_TERMINAL_EDIT,DENIED,授权项目、用例/套件、计划、账号映射和结果范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0312,ROLE-TASK-EXECUTOR,TERM-PER-012,BUSINESS_TERMINAL_ARCHIVE,DENIED,授权项目、用例/套件、计划、账号映射和结果范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0313,ROLE-TASK-EXECUTOR,TERM-PER-013,CASE_SUITE_VIEW,DENIED,授权项目、用例/套件、计划、账号映射和结果范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0314,ROLE-TASK-EXECUTOR,TERM-PER-014,CASE_SUITE_CREATE,DENIED,授权项目、用例/套件、计划、账号映射和结果范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0315,ROLE-TASK-EXECUTOR,TERM-PER-015,CASE_SUITE_EDIT,DENIED,授权项目、用例/套件、计划、账号映射和结果范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0316,ROLE-TASK-EXECUTOR,TERM-PER-016,RUN_TASK_CREATE,ALLOWED,授权项目、用例/套件、计划、账号映射和结果范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0317,ROLE-TASK-EXECUTOR,TERM-PER-017,RUN_TASK_CANCEL,ALLOWED,授权项目、用例/套件、计划、账号映射和结果范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0318,ROLE-TASK-EXECUTOR,TERM-PER-018,REPORT_VIEW,ALLOWED,授权项目、用例/套件、计划、账号映射和结果范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0319,ROLE-TASK-EXECUTOR,TERM-PER-019,ARTIFACT_DOWNLOAD,ALLOWED,授权项目、用例/套件、计划、账号映射和结果范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0320,ROLE-TASK-EXECUTOR,TERM-PER-020,AUDIT_VIEW,DENIED,授权项目、用例/套件、计划、账号映射和结果范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0321,ROLE-TASK-EXECUTOR,TERM-PER-021,USER_CREATE,DENIED,授权项目、用例/套件、计划、账号映射和结果范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0322,ROLE-TASK-EXECUTOR,TERM-PER-022,ROLE_BIND,DENIED,授权项目、用例/套件、计划、账号映射和结果范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0323,ROLE-TASK-EXECUTOR,TERM-PER-023,PROJECT_MEMBER_MANAGE,DENIED,授权项目、用例/套件、计划、账号映射和结果范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0324,ROLE-TASK-EXECUTOR,TERM-PER-024,AI_TASK_CREATE,DENIED,授权项目、用例/套件、计划、账号映射和结果范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0325,ROLE-TASK-EXECUTOR,TERM-PER-025,MANUAL_RECORDING_CREATE,ALLOWED,授权项目、用例/套件、计划、账号映射和结果范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0326,ROLE-TASK-EXECUTOR,TERM-PER-026,CONTROL_SELF,ALLOWED,授权项目、用例/套件、计划、账号映射和结果范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0327,ROLE-TASK-EXECUTOR,TERM-PER-027,PROJECT_OWNER_ELIGIBLE,DENIED,授权项目、用例/套件、计划、账号映射和结果范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0328,ROLE-TASK-EXECUTOR,TERM-PER-028,NATURAL_CASE_CREATE,DENIED,授权项目、用例/套件、计划、账号映射和结果范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0329,ROLE-TASK-EXECUTOR,TERM-PER-029,MANUAL_RECORDING_VIEW,ALLOWED,授权项目、用例/套件、计划、账号映射和结果范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0330,ROLE-TASK-EXECUTOR,TERM-PER-030,RUNNER_REGISTER,DENIED,授权项目、用例/套件、计划、账号映射和结果范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0331,ROLE-TASK-EXECUTOR,TERM-PER-031,RUNNER_BIND,DENIED,授权项目、用例/套件、计划、账号映射和结果范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0332,ROLE-TASK-EXECUTOR,TERM-PER-032,MODEL_CONFIGURATION_MANAGE,DENIED,授权项目、用例/套件、计划、账号映射和结果范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0333,ROLE-TASK-EXECUTOR,TERM-PER-033,MODEL_VERSION_REVIEW,DENIED,授权项目、用例/套件、计划、账号映射和结果范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0334,ROLE-TASK-EXECUTOR,TERM-PER-034,CROSS_PROJECT_AUTHORIZATION_MANAGE,DENIED,授权项目、用例/套件、计划、账号映射和结果范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0335,ROLE-TASK-EXECUTOR,TERM-PER-035,CROSS_PROJECT_AUTHORIZATION_GRANT_ALL,DENIED,授权项目、用例/套件、计划、账号映射和结果范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0336,ROLE-TASK-EXECUTOR,TERM-PER-036,TOOL_INTEGRATION_INCIDENT_MANAGE,DENIED,授权项目、用例/套件、计划、账号映射和结果范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0337,ROLE-TASK-EXECUTOR,TERM-PER-037,TECHNICAL_ALERT_ENDPOINT_MANAGE,DENIED,授权项目、用例/套件、计划、账号映射和结果范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0338,ROLE-TASK-EXECUTOR,TERM-PER-038,VERSION_REVIEW_VIEW,DENIED,授权项目、用例/套件、计划、账号映射和结果范围,提交人不得批准本人提交；高风险操作必须审计
RPM-R3-0339,ROLE-TASK-EXECUTOR,TERM-PER-039,TEST_REPORT_VIEW,ALLOWED,授权项目、用例/套件、计划、账号映射和结果范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0340,ROLE-TASK-EXECUTOR,TERM-PER-040,TEST_ARTIFACT_VIEW,ALLOWED,授权项目、用例/套件、计划、账号映射和结果范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0341,ROLE-TASK-EXECUTOR,TERM-PER-041,REPORT_SHARE_VIEW,DENIED,授权项目、用例/套件、计划、账号映射和结果范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0342,ROLE-TASK-EXECUTOR,TERM-PER-042,MANUAL_RECORDING_TASK_VIEW,ALLOWED,授权项目、用例/套件、计划、账号映射和结果范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0343,ROLE-TASK-EXECUTOR,PDBR-PER-001,REPORT_EXPORT,DENIED,授权项目、用例/套件、计划、账号映射和结果范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0344,ROLE-TASK-EXECUTOR,PDBR-PER-002,REPORT_SHARE,DENIED,授权项目、用例/套件、计划、账号映射和结果范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0345,ROLE-TASK-EXECUTOR,PDBR-PER-003,SENSITIVE_ARTIFACT_VIEW,DENIED,授权项目、用例/套件、计划、账号映射和结果范围,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0346,ROLE-TASK-EXECUTOR,PDBR-PER-004,VERSION_REVIEW_SUBMIT,DENIED,授权项目、用例/套件、计划、账号映射和结果范围,提交人不得批准本人提交；高风险操作必须审计
RPM-R3-0347,ROLE-TASK-EXECUTOR,PDBR-PER-005,VERSION_REVIEW_APPROVE,DENIED,授权项目、用例/套件、计划、账号映射和结果范围,提交人不得批准本人提交；高风险操作必须审计
RPM-R3-0348,ROLE-TASK-EXECUTOR,PDBR-PER-006,VERSION_REVIEW_REJECT,DENIED,授权项目、用例/套件、计划、账号映射和结果范围,提交人不得批准本人提交；高风险操作必须审计
RPM-R3-0349,ROLE-TASK-EXECUTOR,PDBR-PER-007,VERSION_PUBLISH,DENIED,授权项目、用例/套件、计划、账号映射和结果范围,提交人不得批准本人提交；高风险操作必须审计
RPM-R3-0350,ROLE-TASK-EXECUTOR,PDBR-PER-008,VERSION_REVIEW_WITHDRAW,DENIED,授权项目、用例/套件、计划、账号映射和结果范围,提交人不得批准本人提交；高风险操作必须审计
RPM-R3-0351,ROLE-REPORT-VIEWER,TERM-PER-001,PROJECT_VIEW,ALLOWED,动态派生的active_scope与history_read_scope,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0352,ROLE-REPORT-VIEWER,TERM-PER-002,PROJECT_CREATE,DENIED,动态派生的active_scope与history_read_scope,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0353,ROLE-REPORT-VIEWER,TERM-PER-003,PROJECT_EDIT,DENIED,动态派生的active_scope与history_read_scope,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0354,ROLE-REPORT-VIEWER,TERM-PER-004,PROJECT_ARCHIVE,DENIED,动态派生的active_scope与history_read_scope,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0355,ROLE-REPORT-VIEWER,TERM-PER-005,BUSINESS_MODULE_VIEW,DENIED,动态派生的active_scope与history_read_scope,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0356,ROLE-REPORT-VIEWER,TERM-PER-006,BUSINESS_MODULE_CREATE,DENIED,动态派生的active_scope与history_read_scope,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0357,ROLE-REPORT-VIEWER,TERM-PER-007,BUSINESS_MODULE_EDIT,DENIED,动态派生的active_scope与history_read_scope,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0358,ROLE-REPORT-VIEWER,TERM-PER-008,BUSINESS_MODULE_ARCHIVE,DENIED,动态派生的active_scope与history_read_scope,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0359,ROLE-REPORT-VIEWER,TERM-PER-009,BUSINESS_TERMINAL_VIEW,DENIED,动态派生的active_scope与history_read_scope,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0360,ROLE-REPORT-VIEWER,TERM-PER-010,BUSINESS_TERMINAL_CREATE,DENIED,动态派生的active_scope与history_read_scope,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0361,ROLE-REPORT-VIEWER,TERM-PER-011,BUSINESS_TERMINAL_EDIT,DENIED,动态派生的active_scope与history_read_scope,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0362,ROLE-REPORT-VIEWER,TERM-PER-012,BUSINESS_TERMINAL_ARCHIVE,DENIED,动态派生的active_scope与history_read_scope,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0363,ROLE-REPORT-VIEWER,TERM-PER-013,CASE_SUITE_VIEW,DENIED,动态派生的active_scope与history_read_scope,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0364,ROLE-REPORT-VIEWER,TERM-PER-014,CASE_SUITE_CREATE,DENIED,动态派生的active_scope与history_read_scope,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0365,ROLE-REPORT-VIEWER,TERM-PER-015,CASE_SUITE_EDIT,DENIED,动态派生的active_scope与history_read_scope,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0366,ROLE-REPORT-VIEWER,TERM-PER-016,RUN_TASK_CREATE,DENIED,动态派生的active_scope与history_read_scope,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0367,ROLE-REPORT-VIEWER,TERM-PER-017,RUN_TASK_CANCEL,DENIED,动态派生的active_scope与history_read_scope,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0368,ROLE-REPORT-VIEWER,TERM-PER-018,REPORT_VIEW,ALLOWED,动态派生的active_scope与history_read_scope,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0369,ROLE-REPORT-VIEWER,TERM-PER-019,ARTIFACT_DOWNLOAD,ALLOWED,动态派生的active_scope与history_read_scope,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0370,ROLE-REPORT-VIEWER,TERM-PER-020,AUDIT_VIEW,DENIED,动态派生的active_scope与history_read_scope,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0371,ROLE-REPORT-VIEWER,TERM-PER-021,USER_CREATE,DENIED,动态派生的active_scope与history_read_scope,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0372,ROLE-REPORT-VIEWER,TERM-PER-022,ROLE_BIND,DENIED,动态派生的active_scope与history_read_scope,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0373,ROLE-REPORT-VIEWER,TERM-PER-023,PROJECT_MEMBER_MANAGE,DENIED,动态派生的active_scope与history_read_scope,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0374,ROLE-REPORT-VIEWER,TERM-PER-024,AI_TASK_CREATE,DENIED,动态派生的active_scope与history_read_scope,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0375,ROLE-REPORT-VIEWER,TERM-PER-025,MANUAL_RECORDING_CREATE,DENIED,动态派生的active_scope与history_read_scope,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0376,ROLE-REPORT-VIEWER,TERM-PER-026,CONTROL_SELF,DENIED,动态派生的active_scope与history_read_scope,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0377,ROLE-REPORT-VIEWER,TERM-PER-027,PROJECT_OWNER_ELIGIBLE,DENIED,动态派生的active_scope与history_read_scope,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0378,ROLE-REPORT-VIEWER,TERM-PER-028,NATURAL_CASE_CREATE,DENIED,动态派生的active_scope与history_read_scope,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0379,ROLE-REPORT-VIEWER,TERM-PER-029,MANUAL_RECORDING_VIEW,ALLOWED,动态派生的active_scope与history_read_scope,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0380,ROLE-REPORT-VIEWER,TERM-PER-030,RUNNER_REGISTER,DENIED,动态派生的active_scope与history_read_scope,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0381,ROLE-REPORT-VIEWER,TERM-PER-031,RUNNER_BIND,DENIED,动态派生的active_scope与history_read_scope,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0382,ROLE-REPORT-VIEWER,TERM-PER-032,MODEL_CONFIGURATION_MANAGE,DENIED,动态派生的active_scope与history_read_scope,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0383,ROLE-REPORT-VIEWER,TERM-PER-033,MODEL_VERSION_REVIEW,DENIED,动态派生的active_scope与history_read_scope,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0384,ROLE-REPORT-VIEWER,TERM-PER-034,CROSS_PROJECT_AUTHORIZATION_MANAGE,DENIED,动态派生的active_scope与history_read_scope,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0385,ROLE-REPORT-VIEWER,TERM-PER-035,CROSS_PROJECT_AUTHORIZATION_GRANT_ALL,DENIED,动态派生的active_scope与history_read_scope,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0386,ROLE-REPORT-VIEWER,TERM-PER-036,TOOL_INTEGRATION_INCIDENT_MANAGE,DENIED,动态派生的active_scope与history_read_scope,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0387,ROLE-REPORT-VIEWER,TERM-PER-037,TECHNICAL_ALERT_ENDPOINT_MANAGE,DENIED,动态派生的active_scope与history_read_scope,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0388,ROLE-REPORT-VIEWER,TERM-PER-038,VERSION_REVIEW_VIEW,ALLOWED,动态派生的active_scope与history_read_scope,提交人不得批准本人提交；高风险操作必须审计
RPM-R3-0389,ROLE-REPORT-VIEWER,TERM-PER-039,TEST_REPORT_VIEW,ALLOWED,动态派生的active_scope与history_read_scope,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0390,ROLE-REPORT-VIEWER,TERM-PER-040,TEST_ARTIFACT_VIEW,ALLOWED,动态派生的active_scope与history_read_scope,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0391,ROLE-REPORT-VIEWER,TERM-PER-041,REPORT_SHARE_VIEW,ALLOWED,动态派生的active_scope与history_read_scope,仍受数据范围、对象状态和接口鉴权约束
RPM-R3-0392,ROLE-REPORT-VIEWER,TERM-PER-042,MANUAL_RECORDING_TASK_VIEW,ALLOWED,动态派生的active_scope与history_read_scope,仍受数据范围、对象状态和接口鉴权约束
